x,y,z,id
-3.37,4.0,1.17,9
-0.32,4.0,1.75,9
0.76,3.98,1.68,9
-0.37,2.74,0.94,9
-1.74,1.15,0.67,9
-2.93,-1.72,0.6,9
-2.4,-2.71,0.69,9
-0.48,-3.83,0.6,9
0.24,-3.66,0.37,9
0.49,-1.87,0.29,9
-0.08,-0.77,0.72,9
-0.77,0.86,1.79,9
-0.39,1.31,2.15,9
0.41,1.63,2.18,9
0.43,1.49,1.81,9
0.16,0.75,0.92,9
0.1,0.32,0.71,9
0.1,-0.34,0.78,9
0.11,-0.56,0.9,9
0.14,-0.76,1.0,9
0.2,-0.66,0.97,9
0.22,-0.47,0.96,9
0.25,-0.02,0.99,9
0.26,0.16,1.02,9
0.26,0.35,1.08,9
0.26,0.35,1.08,9
0.25,0.18,0.96,9
0.24,0.03,0.88,9
0.22,-0.23,0.81,9
0.22,-0.28,0.87,9
0.22,-0.23,1.09,9
0.22,-0.13,1.17,9
0.24,0.08,1.13,9
0.25,0.12,1.04,9
0.25,0.08,0.89,9
0.24,0.01,0.87,9
0.22,-0.13,0.96,9
0.22,-0.16,1.02,9
0.22,-0.12,1.07,9
0.22,-0.08,1.05,9
0.23,-0.03,1.0,9
0.23,-0.02,0.97,9
0.25,-0.03,0.94,9
0.26,-0.04,0.94,9
0.26,-0.04,0.97,9
0.26,-0.04,0.98,9
0.25,-0.05,0.97,9
0.24,-0.06,0.96,9
0.24,-0.09,0.95,9
0.23,-0.1,0.95,9
0.23,-0.11,0.96,9
0.22,-0.07,0.89,9
0.22,-0.05,0.85,9
0.23,-0.01,0.84,9
0.23,-0.02,0.9,9
0.23,-0.06,1.04,9
0.23,-0.05,1.08,9
0.23,-0.0,1.1,9
0.22,0.01,1.09,9
0.19,-0.05,1.02,9
0.18,-0.12,0.96,9
0.16,-0.21,0.93,9
0.16,-0.22,0.95,9
0.16,-0.13,1.0,9
0.17,-0.06,1.04,9
0.18,0.05,1.13,9
0.18,0.07,1.15,9
0.17,0.03,1.09,9
0.17,-0.02,1.02,9
0.16,-0.13,0.91,9
0.16,-0.16,0.9,9
0.16,-0.14,0.96,9
0.17,-0.1,1.01,9
0.16,0.11,1.16,10
0.15,0.15,1.24,10
0.15,0.2,1.24,10
0.15,0.18,1.16,10
0.14,0.09,0.99,10
0.14,0.04,0.95,10
0.13,0.05,0.98,10
0.16,0.19,1.07,10
0.17,0.19,1.11,10
0.14,0.03,1.13,10
0.12,-0.01,1.16,10
0.1,0.23,1.32,10
0.06,0.5,1.36,10
0.0,1.16,1.33,10
0.02,1.41,1.31,10
-0.02,1.41,1.2,10
-0.12,1.12,1.07,10
-0.5,-0.14,0.7,10
-1.0,-1.09,0.42,10
-2.27,-3.4,0.05,10
-2.25,-4.0,-0.06,10
-1.36,-4.0,-0.36,10
-1.4,-3.83,-0.47,10
-2.74,-1.26,-0.25,10
-3.78,0.86,0.25,10
-4.0,4.0,2.98,10
-3.79,4.0,4.0,10
-1.62,4.0,4.0,10
-1.34,3.86,3.63,10
-2.93,1.85,0.93,10
-3.85,0.29,-0.44,10
-4.0,-2.33,-1.57,10
-3.86,-3.46,-1.59,10
-1.64,-4.0,-1.53,10
-0.43,-4.0,-1.36,10
-0.52,-3.36,-0.16,10
-1.45,-2.23,0.65,10
-2.44,0.09,1.91,10
-1.28,1.45,2.61,10
-0.47,1.94,2.66,10
0.4,2.4,1.97,10
0.43,2.17,1.47,10
0.08,0.99,0.94,10
-0.05,0.39,0.93,10
-0.0,-0.4,1.07,10
0.06,-0.65,1.16,10
0.1,-0.96,1.23,10
0.1,-1.01,1.2,10
0.12,-0.89,0.97,10
0.13,-0.74,0.8,10
0.16,-0.38,0.55,10
0.18,-0.21,0.52,10
0.23,0.02,0.63,10
0.24,0.07,0.76,10
0.19,0.03,1.04,10
0.15,-0.03,1.16,10
0.12,-0.13,1.32,10
0.12,-0.16,1.36,10
0.15,-0.22,1.25,10
0.16,-0.23,1.11,10
0.18,-0.18,0.8,10
0.19,-0.16,0.7,10
0.2,-0.17,0.68,10
0.2,-0.2,0.78,10
0.18,-0.24,1.07,10
0.18,-0.26,1.16,10
0.17,-0.31,1.15,10
0.17,-0.32,1.05,10
0.17,-0.3,0.84,10
0.16,-0.23,0.82,10
0.15,-0.18,0.91,10
0.14,-0.13,1.12,10
0.14,-0.12,1.19,10
0.16,-0.19,1.16,10
0.16,-0.24,1.06,10
0.17,-0.3,0.85,10
0.18,-0.29,0.79,10
0.18,-0.23,0.8,10
0.17,-0.19,0.84,10
0.16,-0.16,0.93,10
0.16,-0.18,0.96,10
0.16,-0.26,0.91,10
0.15,-0.3,0.89,10
0.13,-0.29,0.96,10
0.13,-0.23,1.02,10
0.12,-0.07,1.14,10
0.11,-0.01,1.15,10
0.11,0.07,1.07,10
0.12,0.08,1.05,10
0.12,0.02,1.07,10
0.1,-0.04,1.11,10
0.08,-0.11,1.13,10
0.09,-0.11,1.1,10
0.12,-0.13,0.98,10
0.13,-0.16,0.93,10
0.13,-0.2,0.88,10
0.12,-0.2,0.86,10
0.13,-0.14,0.89,10
0.14,-0.1,0.94,10
0.16,-0.06,1.04,10
-0.24,0.99,2.47,11
-0.19,1.23,2.79,11
-0.14,1.09,2.61,11
-0.32,0.76,1.92,11
-0.98,-0.1,0.09,11
-1.42,-0.65,-0.7,11
-2.61,-2.49,-1.69,11
-2.73,-3.58,-1.9,11
-1.28,-4.0,-1.97,11
-0.63,-3.98,-1.76,11
-1.52,-1.94,-0.46,11
-2.85,-0.37,0.45,11
-4.0,2.17,2.79,11
-4.0,2.81,3.87,11
-2.42,3.32,4.0,11
-1.19,3.44,4.0,11
-1.29,2.33,2.9,11
-2.1,1.51,1.36,11
-3.43,-0.31,-1.2,11
-3.57,-1.38,-1.71,11
-1.97,-3.63,-1.85,11
-0.73,-4.0,-1.7,11
0.15,-3.84,-0.68,11
-0.39,-2.98,0.15,11
-2.02,-0.75,1.81,11
-2.3,0.03,2.59,11
-1.15,0.97,3.92,11
0.23,1.64,3.79,11
0.25,1.77,2.88,11
-0.33,1.16,0.55,11
-0.51,0.62,-0.21,11
-0.28,-0.48,-0.74,11
-0.08,-0.97,-0.6,11
0.04,-1.67,0.15,11
-0.01,-1.8,0.63,11
-0.08,-1.53,1.4,11
-0.07,-1.19,1.61,11
0.03,-0.42,1.58,11
0.09,-0.12,1.37,11
0.17,0.2,0.86,11
0.19,0.23,0.73,11
0.2,0.1,0.84,11
0.18,-0.05,1.0,11
0.12,-0.36,1.21,11
0.11,-0.46,1.22,11
0.13,-0.51,1.08,11
0.15,-0.47,0.95,11
0.19,-0.34,0.67,11
0.2,-0.29,0.57,11
0.21,-0.23,0.59,11
0.19,-0.24,0.73,11
0.16,-0.29,1.13,11
0.14,-0.29,1.27,11
0.15,-0.24,1.3,11
0.16,-0.2,1.17,11
0.17,-0.22,0.82,11
0.17,-0.28,0.71,11
0.16,-0.39,0.72,11
0.16,-0.41,0.82,11
0.16,-0.34,1.04,11
0.17,-0.23,1.11,11
0.18,-0.2,1.1,11
0.19,-0.19,1.04,11
0.19,-0.21,1.01,11
0.19,-0.28,0.97,11
0.18,-0.31,0.96,11
0.18,-0.32,0.92,11
0.18,-0.31,0.88,11
0.18,-0.29,0.86,11
0.18,-0.28,0.92,11
0.18,-0.28,1.02,11
0.18,-0.28,1.03,11
0.2,-0.33,0.97,11
0.2,-0.37,0.92,11
0.19,-0.37,0.88,11
0.19,-0.29,0.9,11
0.25,-0.18,0.91,11
0.26,-0.26,0.86,11
0.19,-0.53,0.71,11
0.17,-0.58,0.67,11
0.16,-0.45,0.75,11
0.15,-0.37,0.78,11
0.17,-0.4,1.22,11
0.11,-0.38,1.46,11
0.28,-0.17,1.53,11
0.24,-0.03,1.47,11
0.18,0.19,1.25,11
0.22,0.21,1.12,11
0.15,0.15,0.95,11
0.02,0.15,1.02,11
0.57,-0.26,1.2,11
0.17,-0.34,0.98,11
0.06,-0.35,0.92,11
0.23,-0.34,0.49,11
0.27,-0.3,0.14,11
0.34,-0.29,-0.18,11
0.34,-0.29,-0.11,11
0.31,-0.17,0.42,11
0.33,0.0,0.8,11
0.35,0.59,1.61,11
0.34,0.41,0.95,12
0.33,0.45,1.1,12
0.33,0.46,1.13,12
0.32,0.45,1.07,12
0.3,0.4,0.99,12
0.28,0.21,0.88,12
0.29,0.16,0.91,12
0.29,0.2,1.01,12
0.29,0.22,0.97,12
0.31,0.14,0.78,12
0.34,0.1,0.77,12
0.4,0.37,1.06,12
0.44,0.73,1.3,12
0.42,1.82,1.8,12
0.31,2.35,2.1,12
-0.14,2.47,2.35,12
-0.53,1.92,1.9,12
-1.78,0.01,-0.05,12
-3.45,-3.0,-1.36,12
-3.58,-4.0,-1.5,12
-1.8,-4.0,-1.36,12
-1.42,-3.97,-0.93,12
-3.31,-1.25,1.0,12
-4.0,1.62,2.21,12
-4.0,4.0,4.0,12
-2.94,4.0,4.0,12
-0.51,3.92,3.25,12
-1.2,3.48,1.78,12
-3.85,-0.2,-0.32,12
-4.0,-2.35,-0.44,12
-1.77,-4.0,0.08,12
-0.44,-4.0,0.46,12
-0.27,-2.87,1.28,12
-0.78,-1.21,1.47,12
-0.68,1.64,1.34,12
-0.15,2.37,1.12,12
0.41,2.57,0.76,12
0.32,2.08,0.78,12
-0.02,0.54,1.15,12
-0.08,-0.11,1.24,12
0.01,-0.91,1.12,12
0.08,-1.07,0.98,12
0.18,-0.9,0.76,12
0.21,-0.59,0.78,12
0.24,0.11,1.03,12
0.26,0.36,1.12,12
0.27,0.55,1.07,12
0.26,0.44,0.99,12
0.2,-0.02,0.91,12
0.15,-0.3,0.93,12
0.15,-0.31,0.96,12
0.16,-0.12,0.98,12
0.17,-0.03,0.99,12
0.17,-0.01,1.07,12
0.17,-0.05,1.11,12
0.17,-0.02,1.08,12
0.18,0.06,1.04,12
0.2,0.23,0.97,12
0.21,0.27,0.97,12
0.21,0.16,1.02,12
0.2,0.05,1.02,12
0.19,-0.09,0.98,12
0.18,-0.09,0.97,12
0.18,-0.07,0.99,12
0.18,-0.08,1.0,12
0.17,-0.13,0.99,12
0.17,-0.14,0.94,12
0.18,-0.2,0.81,12
0.17,-0.24,0.77,12
0.16,-0.21,0.76,12
0.17,-0.11,0.86,12
0.16,0.11,1.36,12
0.14,0.23,1.56,12
0.17,0.48,1.36,12
0.2,0.48,1.1,12
0.2,0.15,0.74,12
0.19,-0.04,0.7,12
0.17,-0.26,0.85,12
0.16,-0.26,1.01,12
0.16,-0.08,1.22,12
0.18,0.06,1.04,12
0.18,0.03,0.91,12
0.17,-0.08,0.8,12
0.17,-0.1,0.86,12
0.18,-0.04,1.1,12
0.19,0.06,1.14,12
0.2,0.15,1.03,12
0.19,0.09,0.98,12
0.18,-0.07,0.93,12
0.18,-0.11,0.91,12
0.19,-0.08,0.95,12
0.21,-0.01,0.99,12
0.22,0.08,1.05,12
0.22,0.05,1.05,12
0.2,-0.05,0.98,12
0.19,-0.09,0.94,12
0.18,-0.1,0.95,12
0.18,-0.09,0.98,12
0.17,-0.03,1.05,12
0.17,0.0,1.05,12
0.2,0.59,1.43,13
0.22,0.62,1.32,13
0.21,0.52,1.22,13
0.16,0.5,1.33,13
0.03,0.73,1.74,13
-0.04,0.97,1.93,13
-0.08,1.37,2.05,13
-0.07,1.39,1.93,13
-0.22,0.82,1.22,13
-0.44,-0.4,-0.02,13
-0.7,-1.23,-0.61,13
-1.05,-3.05,-1.17,13
-0.87,-3.67,-1.26,13
-0.44,-3.65,-1.32,13
-0.37,-3.02,-1.13,13
-1.12,-1.21,0.27,13
-2.05,-0.34,1.35,13
-3.71,1.62,3.66,13
-3.31,2.72,4.0,13
-0.98,4.0,4.0,13
-0.57,4.0,3.7,13
-0.93,2.78,1.34,13
-1.06,1.66,0.2,13
-1.37,-0.64,-0.57,13
-1.68,-1.77,-0.53,13
-1.54,-3.75,-0.36,13
-0.94,-4.0,-0.36,13
-0.2,-3.77,-0.28,13
-0.24,-2.96,0.06,13
-1.28,-0.89,1.51,13
-1.9,0.05,2.36,13
-1.81,2.02,3.54,13
-1.18,2.99,3.76,13
-0.03,3.9,3.02,13
0.05,3.47,2.01,13
-0.46,1.32,0.42,13
-0.72,0.2,0.19,13
-0.8,-1.54,0.21,13
-0.59,-2.16,0.2,13
-0.04,-2.71,0.11,13
0.21,-2.11,0.25,13
0.14,-1.44,0.58,13
-0.08,-0.15,1.43,13
-0.09,0.34,1.73,13
0.17,1.06,1.78,13
0.3,1.24,1.52,13
0.37,1.0,0.85,13
0.34,0.64,0.63,13
0.26,-0.15,0.69,13
0.23,-0.43,0.86,13
0.21,-0.69,1.08,13
0.22,-0.69,1.05,13
0.27,-0.46,0.83,13
0.29,-0.28,0.77,13
0.31,0.03,0.92,13
0.31,0.12,1.04,13
0.31,0.19,1.15,13
0.31,0.14,1.1,13
0.29,-0.05,0.88,13
0.29,-0.16,0.79,13
0.27,-0.33,0.82,13
0.26,-0.36,0.92,13
0.25,-0.25,1.13,13
0.25,-0.14,1.16,13
0.26,0.04,1.03,13
0.28,0.08,0.93,13
0.29,0.02,0.86,13
0.28,-0.07,0.91,13
0.26,-0.22,1.06,13
0.25,-0.25,1.11,13
0.25,-0.19,1.09,13
0.26,-0.06,0.98,13
0.26,-0.03,0.93,13
0.27,-0.04,0.87,13
0.27,-0.08,0.87,13
0.27,-0.18,0.95,13
0.26,-0.21,1.0,13
0.26,-0.19,1.07,13
0.26,-0.14,1.05,13
0.27,-0.06,0.93,13
0.27,-0.05,0.88,13
0.28,-0.1,0.85,13
0.28,-0.14,0.89,13
0.26,-0.18,1.0,13
0.26,-0.16,1.04,13
0.26,-0.07,1.07,13
0.27,-0.03,1.05,13
0.28,-0.03,0.97,13
0.28,-0.07,0.94,13
0.27,-0.16,0.95,13
0.26,-0.18,0.96,13
0.26,-0.15,0.97,13
0.26,-0.13,0.96,13
0.26,-0.12,0.96,13
0.25,-0.12,0.98,13
0.25,-0.13,1.01,13
0.25,-0.14,1.0,13
0.26,-0.15,0.96,13
0.27,-0.13,0.96,13
0.29,-0.09,0.95,13
0.17,0.06,1.01,14
0.17,0.08,0.99,14
0.15,0.06,0.97,14
0.15,0.02,0.96,14
0.15,-0.04,0.96,14
0.15,-0.03,0.96,14
0.15,0.05,1.03,14
0.15,0.08,1.08,14
0.14,0.08,1.1,14
0.15,0.09,1.05,14
0.17,0.14,1.02,14
0.18,0.22,1.09,14
0.19,0.53,1.53,14
0.12,0.74,1.94,14
-0.18,1.11,2.97,14
-0.29,1.18,3.22,14
-0.51,0.91,2.11,14
-0.75,0.5,1.0,14
-1.19,-0.83,-0.69,14
-1.3,-1.68,-1.14,14
-1.08,-3.38,-1.6,14
-0.84,-3.92,-1.69,14
-0.79,-3.56,-1.5,14
-0.85,-2.69,-1.16,14
-1.46,-0.71,0.46,14
-2.56,0.23,1.74,14
-4.0,2.61,4.0,14
-3.13,3.67,4.0,14
-0.72,4.0,3.99,14
-1.24,2.98,2.4,14
-1.9,1.77,0.86,14
-2.48,-0.85,-0.98,14
-2.33,-2.05,-1.2,14
-1.34,-3.9,-1.2,14
-0.71,-4.0,-1.18,14
-0.09,-3.53,-0.59,14
-0.48,-2.52,0.18,14
-1.57,-0.36,1.91,14
-1.63,0.46,2.63,14
-0.72,1.89,3.44,14
-0.22,2.41,3.42,14
0.1,2.39,2.3,14
-0.05,1.79,1.46,14
-0.35,0.24,0.44,14
-0.36,-0.41,0.26,14
-0.21,-1.33,0.16,14
-0.11,-1.63,0.19,14
-0.01,-1.82,0.46,14
-0.01,-1.66,0.72,14
-0.01,-0.81,1.16,14
0.01,-0.3,1.26,14
0.1,0.44,1.32,14
0.15,0.65,1.3,14
0.22,0.71,1.18,14
0.21,0.52,1.09,14
0.14,-0.09,0.98,14
0.11,-0.35,0.96,14
0.1,-0.61,0.93,14
0.1,-0.62,0.91,14
0.12,-0.41,0.92,14
0.14,-0.11,1.0,14
0.15,-0.02,1.03,14
0.15,0.01,1.01,14
0.15,-0.03,0.97,14
0.13,-0.2,0.95,14
0.12,-0.27,0.99,14
0.12,-0.29,1.07,14
0.12,-0.25,1.07,14
0.14,-0.16,0.95,14
0.15,-0.15,0.91,14
0.15,-0.16,0.92,14
0.14,-0.17,0.97,14
0.14,-0.19,1.05,14
0.13,-0.18,1.06,14
0.14,-0.14,1.03,14
0.14,-0.12,0.99,14
0.15,-0.12,0.94,14
0.15,-0.12,0.93,14
0.15,-0.15,0.97,14
0.15,-0.17,1.0,14
0.15,-0.17,1.02,14
0.15,-0.15,1.0,14
0.15,-0.13,0.96,14
0.15,-0.13,0.97,14
0.15,-0.15,1.0,14
0.15,-0.15,1.0,14
0.15,-0.14,0.97,14
0.15,-0.14,0.96,14
0.14,-0.14,0.96,14
0.14,-0.15,0.99,14
0.14,-0.14,1.07,14
0.14,-0.12,1.07,14
0.14,-0.11,0.99,14
0.14,-0.15,0.95,14
0.14,-0.17,0.97,14
0.14,-0.16,1.03,14
0.14,-0.14,1.03,14
0.14,-0.11,1.0,14
0.15,-0.11,0.98,14
0.15,-0.14,0.96,14
0.14,-0.14,1.0,15
0.14,-0.14,0.99,15
0.14,-0.15,0.98,15
0.14,-0.16,0.97,15
0.14,-0.16,0.97,15
0.14,-0.16,0.97,15
0.14,-0.16,0.98,15
0.14,-0.15,1.01,15
0.14,-0.15,1.02,15
0.13,-0.14,1.08,15
0.13,-0.13,1.16,15
0.07,-0.01,1.52,15
-0.06,0.17,1.9,15
-0.44,0.56,3.08,15
-0.5,0.66,3.55,15
-0.54,0.67,2.92,15
-0.74,0.56,1.76,15
-1.38,-0.3,-0.77,15
-1.86,-1.23,-1.71,15
-2.19,-3.68,-2.64,15
-1.1,-4.0,-2.68,15
-0.78,-3.81,-2.39,15
-1.02,-1.35,-0.77,15
-2.48,0.39,0.61,15
-4.0,3.11,3.8,15
-3.51,3.64,4.0,15
-0.78,3.04,4.0,15
-0.62,2.36,3.83,15
-1.9,0.75,1.52,15
-2.44,-0.09,-0.1,15
-2.26,-1.85,-1.91,15
-1.52,-2.73,-2.16,15
0.2,-3.69,-2.05,15
0.5,-3.36,-1.57,15
-0.54,-1.68,0.39,15
-1.38,-0.86,1.48,15
-1.92,0.43,3.47,15
-1.34,0.91,4.0,15
-0.22,1.44,4.0,15
-0.13,1.51,3.58,15
-0.41,1.03,1.32,15
-0.54,0.49,0.3,15
-0.58,-0.7,-0.81,15
-0.52,-1.23,-1.11,15
-0.31,-2.06,-1.43,15
-0.09,-2.3,-1.43,15
0.29,-2.23,-0.81,15
0.01,-1.81,-0.08,15
-1.0,-0.77,1.73,15
-1.1,-0.28,2.46,15
-0.44,0.7,3.22,15
0.07,1.3,2.85,15
0.08,1.25,2.28,15
-0.05,0.46,1.2,15
-0.09,-0.04,0.91,15
-0.05,-0.78,0.61,15
0.01,-0.98,0.49,15
0.11,-1.07,0.31,15
0.15,-0.99,0.27,15
0.18,-0.6,0.41,15
0.18,-0.4,0.59,15
0.17,-0.12,1.04,15
0.16,-0.06,1.23,15
0.17,-0.01,1.43,15
0.18,-0.03,1.41,15
0.17,-0.17,1.12,15
0.17,-0.27,0.94,15
0.17,-0.43,0.74,15
0.18,-0.46,0.72,15
0.17,-0.42,0.8,15
0.18,-0.35,0.88,15
0.18,-0.21,1.01,15
0.18,-0.18,1.05,15
0.18,-0.2,1.04,15
0.17,-0.23,1.02,15
0.17,-0.31,0.97,15
0.17,-0.33,0.96,15
0.17,-0.32,0.96,15
0.17,-0.3,0.96,15
0.18,-0.28,0.92,15
0.18,-0.28,0.89,15
0.18,-0.3,0.89,15
0.17,-0.31,0.96,15
0.17,-0.3,1.0,15
0.17,-0.27,1.04,15
0.17,-0.26,1.02,15
0.18,-0.27,0.93,15
0.18,-0.28,0.89,15
0.17,-0.32,0.89,15
0.17,-0.32,0.92,15
0.16,-0.3,0.99,15
0.16,-0.29,1.01,15
0.17,-0.25,0.99,15
0.17,-0.25,0.97,15
0.17,-0.29,0.93,15
0.17,-0.3,0.93,15
0.17,-0.3,0.94,15
0.17,-0.28,0.94,15
0.17,-0.26,0.95,15
0.17,-0.27,0.97,15
0.09,0.06,1.22,16
0.1,0.16,1.33,16
0.08,0.38,1.46,16
0.11,0.49,1.47,16
0.13,0.62,1.47,16
0.15,0.6,1.43,16
0.17,0.35,1.1,16
0.15,0.17,0.87,16
0.09,-0.13,0.54,16
0.01,-0.43,0.42,16
-0.05,-0.71,0.35,16
-0.43,-1.91,0.08,16
-0.68,-2.85,-0.08,16
-0.93,-4.0,-0.32,16
-1.04,-4.0,-0.4,16
-2.0,-2.05,-0.23,16
-3.01,-0.08,0.18,16
-4.0,3.76,2.22,16
-4.0,4.0,3.55,16
-1.66,4.0,4.0,16
-1.08,3.93,4.0,16
-2.67,2.41,2.18,16
-3.55,0.79,0.71,16
-4.0,-2.33,-1.09,16
-3.96,-3.58,-1.42,16
-2.15,-4.0,-1.67,16
-1.13,-4.0,-1.67,16
-1.03,-3.28,-0.96,16
-1.65,-1.88,-0.27,16
-3.12,1.36,1.36,16
-3.34,2.47,2.45,16
-1.61,3.57,4.0,16
-0.5,3.55,4.0,16
-0.51,2.13,3.37,16
-1.17,1.06,2.2,16
-1.86,-0.84,0.1,16
-1.72,-1.63,-0.38,16
-0.88,-2.94,-0.71,16
-0.43,-3.27,-0.75,16
-0.08,-2.63,-0.43,16
-0.15,-1.75,-0.04,16
-0.3,-0.21,0.8,16
-0.2,0.58,1.48,16
-0.11,0.81,1.79,16
0.07,0.97,2.14,16
0.1,0.86,2.08,16
0.01,0.22,1.5,16
-0.04,-0.15,1.15,16
-0.07,-0.69,0.64,16
-0.04,-0.84,0.49,16
0.02,-0.89,0.37,16
0.04,-0.77,0.43,16
0.05,-0.37,0.83,16
0.05,-0.18,1.06,16
0.08,-0.0,1.35,16
0.1,-0.02,1.37,16
0.1,-0.22,1.12,16
0.08,-0.33,0.94,16
0.07,-0.46,0.75,16
0.07,-0.47,0.77,16
0.06,-0.39,0.9,16
0.06,-0.34,0.95,16
0.05,-0.3,0.96,16
0.05,-0.31,0.95,16
0.04,-0.33,0.99,16
0.04,-0.32,1.02,16
0.05,-0.29,1.04,16
0.06,-0.28,1.0,16
0.07,-0.3,0.91,16
0.06,-0.32,0.9,16
0.06,-0.32,0.98,16
0.07,-0.3,1.03,16
0.08,-0.27,1.0,16
0.08,-0.3,0.9,16
0.08,-0.33,0.89,16
0.07,-0.36,0.95,16
0.07,-0.34,0.97,16
0.07,-0.29,0.96,16
0.07,-0.3,0.94,16
0.07,-0.33,0.95,16
0.07,-0.33,0.96,16
0.07,-0.3,0.96,16
0.07,-0.3,0.95,16
0.07,-0.33,0.95,16
0.08,-0.32,0.96,16
0.09,-0.28,0.95,16
0.09,-0.28,0.95,16
0.09,-0.32,0.95,16
0.08,-0.34,0.95,16
0.07,-0.35,0.94,16
0.07,-0.33,0.93,16
0.07,-0.31,0.94,16
0.07,-0.3,0.95,16
0.06,-0.31,0.99,16
0.05,-0.3,1.01,16
0.05,-0.29,1.02,16
0.05,-0.3,0.99,16
0.06,-0.37,0.86,16
0.06,-0.38,0.82,16
0.06,-0.3,0.89,16
0.03,-0.27,1.41,17
0.01,-0.2,1.57,17
0.02,-0.04,1.7,17
0.02,0.02,1.61,17
0.04,0.0,1.09,17
0.06,-0.08,0.79,17
0.11,-0.32,0.44,17
0.13,-0.44,0.42,17
0.1,-0.59,0.56,17
0.03,-0.67,0.6,17
-0.5,-1.27,0.2,17
-0.79,-1.95,-0.2,17
-0.78,-3.44,-0.78,17
-0.72,-3.7,-0.87,17
-1.05,-2.32,-0.76,17
-1.49,-1.03,-0.45,17
-3.3,1.51,1.01,17
-4.0,2.5,2.4,17
-2.85,3.19,4.0,17
-1.48,3.61,4.0,17
-1.33,2.81,3.35,17
-2.02,1.92,2.17,17
-3.17,-0.25,-0.25,17
-3.56,-1.36,-1.0,17
-2.91,-3.59,-1.69,17
-1.95,-4.0,-1.76,17
-0.15,-4.0,-1.49,17
-0.21,-3.53,-0.91,17
-1.31,-1.22,0.62,17
-1.56,-0.18,1.24,17
-1.13,1.25,2.24,17
-0.13,1.99,2.93,17
0.16,1.96,2.93,17
-0.02,1.05,2.02,17
-0.21,0.39,1.51,17
-0.31,-0.71,0.97,17
-0.26,-1.06,0.8,17
-0.12,-1.39,0.34,17
-0.05,-1.41,0.15,17
0.04,-1.12,0.27,17
0.01,-0.81,0.59,17
0.0,-0.22,1.18,17
0.04,-0.01,1.29,17
0.09,0.13,1.28,17
0.08,0.07,1.21,17
0.04,-0.23,1.12,17
0.02,-0.38,1.13,17
0.02,-0.52,1.1,17
0.03,-0.51,0.99,17
0.07,-0.42,0.7,17
0.08,-0.4,0.61,17
0.08,-0.39,0.66,17
0.07,-0.39,0.79,17
0.05,-0.37,1.08,17
0.04,-0.35,1.14,17
0.06,-0.35,1.05,17
0.06,-0.36,0.95,17
0.06,-0.4,0.81,17
0.06,-0.41,0.82,17
0.05,-0.42,0.94,17
0.05,-0.39,1.0,17
0.06,-0.33,1.02,17
0.07,-0.32,0.95,17
0.07,-0.35,0.9,17
0.05,-0.43,0.84,17
0.05,-0.44,0.85,17
0.05,-0.4,0.94,17
0.05,-0.36,1.01,17
0.05,-0.33,1.05,17
0.06,-0.34,1.01,17
0.06,-0.39,0.86,17
0.06,-0.41,0.83,17
0.05,-0.42,0.88,17
0.05,-0.4,0.95,17
0.05,-0.34,1.04,17
0.06,-0.33,1.02,17
0.07,-0.37,0.87,17
0.06,-0.4,0.79,17
0.05,-0.4,0.82,17
0.05,-0.38,0.93,17
0.05,-0.33,1.16,17
0.05,-0.32,1.18,17
0.06,-0.34,1.02,17
0.06,-0.37,0.89,17
0.07,-0.41,0.73,17
0.07,-0.42,0.72,17
0.07,-0.41,0.85,17
0.06,-0.38,0.95,17
0.05,-0.33,1.08,17
0.05,-0.33,1.09,17
0.06,-0.34,0.99,17
0.06,-0.35,0.92,17
0.06,-0.38,0.86,17
0.06,-0.42,0.87,17
0.05,-0.42,0.88,17
0.03,-0.39,0.93,17
0.03,-0.35,0.99,17
0.06,-0.29,1.1,17
0.07,-0.29,1.12,17
0.09,-0.34,0.98,17
0.04,-0.35,0.96,18
0.05,-0.34,1.05,18
0.05,-0.32,1.09,18
0.05,-0.3,1.09,18
0.06,-0.31,1.02,18
0.06,-0.38,0.86,18
0.07,-0.4,0.86,18
0.07,-0.23,1.17,18
0.04,-0.04,1.42,18
-0.07,0.35,1.89,18
-0.12,0.42,2.08,18
-0.19,0.08,2.21,18
-0.22,-0.14,1.95,18
-0.33,-0.41,0.8,18
-0.41,-0.57,0.16,18
-0.81,-1.56,-0.85,18
-1.16,-2.56,-1.2,18
-1.49,-4.0,-1.58,18
-1.49,-4.0,-1.64,18
-2.15,-2.83,-0.99,18
-3.08,-0.99,-0.12,18
-4.0,3.2,2.51,18
-3.52,4.0,4.0,18
-2.17,4.0,4.0,18
-1.14,3.38,3.83,18
-2.06,2.19,3.05,18
-3.89,-0.69,0.08,18
-4.0,-1.98,-1.0,18
-2.95,-4.0,-1.86,18
-1.66,-4.0,-1.98,18
-0.32,-3.81,-1.63,18
-0.71,-2.91,-0.91,18
-2.12,0.0,0.93,18
-2.25,1.08,1.75,18
-0.91,2.25,3.23,18
-0.08,2.42,3.7,18
0.26,1.76,3.03,18
-0.1,1.01,2.06,18
-0.53,-0.45,0.7,18
-0.47,-0.98,0.45,18
-0.19,-1.57,0.31,18
-0.09,-1.64,0.3,18
-0.03,-1.28,0.43,18
-0.04,-0.92,0.59,18
-0.05,-0.29,0.97,18
-0.03,-0.09,1.12,18
0.04,0.1,1.31,18
0.06,0.1,1.33,18
0.04,-0.11,1.21,18
0.03,-0.27,1.1,18
