x,y,z,id
0.17,0.06,0.98,1
0.17,0.04,0.97,1
0.17,0.08,0.97,1
0.17,0.12,0.98,1
0.16,0.18,1.0,1
0.16,0.16,1.02,1
0.13,0.15,1.16,1
0.08,0.27,1.31,1
-0.09,0.93,1.88,1
-0.19,1.35,2.32,1
-0.24,1.9,2.92,1
-0.33,1.73,2.63,1
-0.81,0.49,0.83,1
-1.06,-0.35,-0.1,1
-1.72,-2.47,-1.29,1
-1.87,-3.58,-1.54,1
-1.24,-4.0,-1.61,1
-1.03,-4.0,-1.47,1
-1.95,-2.66,-0.54,1
-3.06,-0.77,0.2,1
-4.0,3.5,2.48,1
-4.0,4.0,3.78,1
-1.34,4.0,4.0,1
-0.29,3.95,3.95,1
-2.36,2.25,1.76,1
-4.0,-1.32,-0.51,1
-3.83,-2.78,-0.94,1
-1.46,-4.0,-1.29,1
-0.41,-4.0,-1.32,1
-0.18,-3.14,-0.55,1
-0.77,-1.77,0.17,1
-1.56,0.83,1.72,1
-1.29,1.63,2.5,1
-0.07,2.53,3.42,1
0.27,2.6,3.17,1
0.08,1.63,1.47,1
-0.08,0.88,0.73,1
-0.07,-0.32,0.12,1
0.01,-0.75,0.11,1
0.12,-1.3,0.42,1
0.14,-1.33,0.64,1
0.15,-0.87,1.01,1
0.16,-0.48,1.08,1
0.2,0.13,1.1,1
0.22,0.31,1.12,1
0.24,0.43,1.21,1
0.24,0.4,1.2,1
0.22,0.21,0.98,1
0.21,0.09,0.85,1
0.2,-0.06,0.79,1
0.2,-0.07,0.86,1
0.2,-0.01,1.07,1
0.2,0.02,1.15,1
0.2,0.05,1.14,1
0.2,0.05,1.06,1
0.21,0.03,0.91,1
0.2,-0.03,0.95,1
0.2,-0.05,0.99,1
0.19,-0.06,1.04,1
0.19,-0.04,1.05,1
0.19,0.05,1.02,1
0.19,0.09,1.0,1
0.19,0.07,0.97,1
0.19,0.01,0.98,1
0.17,-0.08,1.06,1
0.17,-0.08,1.13,1
0.18,-0.01,1.18,1
0.19,0.04,1.11,1
0.21,0.07,0.91,1
0.22,0.04,0.84,1
0.22,-0.02,0.81,1
0.22,-0.07,0.85,1
0.2,-0.13,0.98,1
0.2,-0.12,1.03,1
0.2,-0.02,1.06,1
0.2,0.02,1.03,1
0.2,0.03,0.96,1
0.2,-0.0,0.94,1
0.2,-0.08,1.0,1
0.2,-0.09,1.04,1
0.21,-0.03,1.03,1
0.21,0.01,0.99,1
0.22,0.03,0.91,1
0.21,0.01,0.91,1
0.2,-0.05,0.99,1
0.2,-0.06,1.02,1
0.2,-0.03,1.03,1
0.2,0.02,0.99,1
0.2,0.02,0.98,1
0.2,-0.04,0.99,1
0.2,-0.07,1.01,1
0.2,-0.05,1.02,1
0.2,-0.02,1.03,1
0.19,0.0,1.03,2
0.19,0.01,1.01,2
0.18,0.01,0.97,2
0.18,-0.01,0.97,2
0.18,-0.04,1.02,2
0.19,-0.05,1.04,2
0.19,-0.04,1.0,2
0.19,-0.03,0.96,2
0.2,-0.02,0.9,2
0.2,-0.02,0.91,2
0.19,0.0,0.99,2
0.19,0.02,1.07,2
0.16,0.07,1.27,2
0.12,0.17,1.37,2
0.06,0.64,1.59,2
0.05,0.89,1.76,2
0.08,1.09,2.01,2
0.06,1.0,1.87,2
-0.11,0.36,0.84,2
-0.28,-0.21,0.16,2
-0.94,-2.04,-0.82,2
-1.14,-3.13,-0.97,2
-1.03,-4.0,-0.75,2
-1.33,-3.72,-0.22,2
-1.91,-2.66,0.12,2
-3.9,1.67,1.01,2
-4.0,3.68,2.04,2
-3.24,4.0,4.0,2
-1.63,4.0,4.0,2
-1.46,3.58,2.97,2
-3.06,2.35,1.47,2
-4.0,-1.4,-0.74,2
-4.0,-2.95,-1.14,2
-1.89,-4.0,-1.34,2
-0.71,-4.0,-1.19,2
-0.51,-3.39,-0.15,2
-1.14,-2.13,0.53,2
-1.8,0.71,1.67,2
-1.47,1.71,2.15,2
-0.18,2.97,2.69,2
0.24,3.16,2.55,2
0.15,2.18,1.44,2
-0.07,1.27,0.94,2
-0.26,-0.22,0.62,2
-0.19,-0.69,0.66,2
-0.01,-1.23,0.75,2
0.05,-1.31,0.77,2
0.09,-1.06,0.77,2
0.11,-0.72,0.78,2
0.13,-0.04,0.95,2
0.14,0.19,1.1,2
0.16,0.4,1.3,2
0.18,0.43,1.3,2
0.17,0.26,1.11,2
0.14,-0.05,0.93,2
0.13,-0.14,0.93,2
0.14,-0.08,1.0,2
0.16,0.05,1.04,2
0.17,0.16,1.06,2
0.17,0.1,1.02,2
0.16,-0.09,0.89,2
0.17,-0.14,0.85,2
0.17,-0.11,0.86,2
0.17,-0.05,0.89,2
0.16,0.01,0.96,2
0.15,-0.01,1.0,2
0.14,-0.05,1.07,2
0.13,-0.04,1.1,2
0.13,0.0,1.11,2
0.13,0.01,1.11,2
0.13,-0.01,1.07,2
0.13,-0.03,1.01,2
0.14,-0.05,0.91,2
0.15,-0.04,0.9,2
0.14,-0.02,0.96,2
0.14,-0.02,1.0,2
0.14,-0.0,1.04,2
0.13,0.01,1.03,2
0.13,0.01,1.03,2
0.13,-0.01,1.04,2
0.12,-0.04,1.05,2
0.12,-0.04,1.04,2
0.13,0.01,0.99,2
0.14,0.02,0.97,2
0.14,-0.0,0.97,2
0.14,-0.04,1.01,2
0.13,-0.05,1.02,2
0.13,-0.04,1.01,2
0.13,-0.02,1.0,2
0.13,0.01,0.98,2
0.13,0.01,0.99,2
0.13,-0.02,1.03,2
0.13,-0.03,1.03,2
0.13,-0.03,0.99,2
0.13,-0.02,0.97,2
0.13,-0.01,0.99,2
0.13,-0.01,1.02,2
0.13,-0.01,1.04,2
0.13,-0.02,1.03,2
0.13,-0.03,0.99,2
0.11,-0.04,0.99,3
0.1,-0.06,0.98,3
0.1,-0.04,0.99,3
0.1,-0.02,1.0,3
0.1,-0.01,1.0,3
0.11,0.02,1.0,3
0.11,0.03,1.01,3
0.11,0.0,1.03,3
0.11,-0.02,1.02,3
0.11,-0.04,1.01,3
0.11,-0.03,1.0,3
0.1,0.02,1.04,3
0.06,0.12,1.18,3
0.01,0.27,1.3,3
-0.12,1.0,1.69,3
-0.14,1.42,1.98,3
-0.11,1.62,2.26,3
-0.17,1.27,1.9,3
-0.54,-0.18,0.42,3
-0.97,-1.22,-0.3,3
-1.64,-3.58,-1.01,3
-1.45,-4.0,-0.99,3
-1.03,-4.0,-0.45,3
-1.22,-3.62,-0.04,3
-2.92,-0.47,0.81,3
-3.92,1.67,1.37,3
-3.95,4.0,3.28,3
-2.89,4.0,4.0,3
-0.58,3.97,3.85,3
-0.81,3.67,2.85,3
-2.88,0.96,0.53,3
-3.49,-0.7,-0.06,3
-2.81,-3.22,-0.5,3
-1.86,-3.97,-0.63,3
-0.29,-4.0,-0.66,3
-0.19,-3.65,-0.36,3
-0.75,-1.43,0.69,3
-0.99,-0.29,1.21,3
-0.79,1.33,2.06,3
-0.41,1.89,2.34,3
0.22,2.39,2.31,3
0.27,2.14,1.95,3
0.04,0.9,1.06,3
-0.05,-0.21,0.67,3
-0.02,-0.57,0.61,3
0.07,-1.01,0.56,3
0.1,-1.1,0.58,3
0.12,-0.96,0.7,3
0.13,-0.75,0.8,3
0.15,-0.22,0.97,3
0.16,0.01,1.02,3
0.18,0.31,1.12,3
0.19,0.35,1.17,3
0.18,0.21,1.24,3
0.17,0.04,1.21,3
0.16,-0.25,1.01,3
0.16,-0.31,0.9,3
0.18,-0.3,0.79,3
0.18,-0.24,0.81,3
0.18,-0.11,0.95,3
0.18,-0.07,1.01,3
0.17,-0.04,1.07,3
0.17,-0.04,1.07,3
0.16,-0.08,1.06,3
0.16,-0.11,1.03,3
0.16,-0.15,0.98,3
0.17,-0.15,0.96,3
0.17,-0.12,0.95,3
0.17,-0.11,0.96,3
0.16,-0.11,0.99,3
0.16,-0.12,1.0,3
0.15,-0.14,1.03,3
0.15,-0.14,1.05,3
0.15,-0.09,1.06,3
0.16,-0.09,1.02,3
0.17,-0.13,0.92,3
0.17,-0.14,0.88,3
0.17,-0.13,0.9,3
0.17,-0.1,1.02,3
0.16,-0.11,1.06,3
0.15,-0.14,1.08,3
0.15,-0.14,1.06,3
0.16,-0.12,0.98,3
0.16,-0.11,0.95,3
0.16,-0.09,0.93,3
0.16,-0.1,0.94,3
0.16,-0.12,1.0,3
0.15,-0.13,1.03,3
0.15,-0.13,1.04,3
0.15,-0.13,1.04,3
0.15,-0.13,1.0,3
0.15,-0.13,0.98,3
0.15,-0.1,0.96,3
0.16,-0.08,0.96,3
0.16,-0.04,0.99,3
0.16,-0.05,1.0,3
0.16,-0.1,1.01,3
0.15,-0.12,1.02,3
0.15,-0.13,1.01,3
0.16,-0.11,1.0,3
0.14,-0.02,0.96,4
0.14,-0.03,0.94,4
0.13,-0.04,0.97,4
0.13,-0.04,1.03,4
0.13,-0.03,1.06,4
0.13,-0.02,1.06,4
0.13,-0.01,1.03,4
0.13,-0.03,0.97,4
0.13,-0.04,0.96,4
0.13,-0.07,1.02,4
0.14,-0.09,1.09,4
-0.0,0.03,1.34,4
-0.12,0.34,1.5,4
-0.31,1.18,2.19,4
-0.28,1.46,2.61,4
-0.23,1.38,2.38,4
-0.31,0.92,1.46,4
-0.93,-0.9,-0.46,4
-1.31,-2.14,-0.92,4
-1.14,-4.0,-1.28,4
-0.72,-4.0,-1.42,4
-0.87,-3.58,-1.09,4
-1.53,-2.54,-0.44,4
-3.32,0.35,1.16,4
-4.0,1.96,2.07,4
-3.47,4.0,4.0,4
-2.27,4.0,4.0,4
-0.87,3.9,3.58,4
-1.25,3.28,2.39,4
-2.3,0.54,0.03,4
-2.42,-0.78,-0.45,4
-1.67,-2.8,-0.69,4
-1.07,-3.52,-0.75,4
-0.29,-3.93,-0.71,4
-0.47,-2.48,0.07,4
-0.82,-1.27,0.67,4
-1.53,1.01,2.05,4
-1.4,1.85,2.87,4
-0.26,2.92,3.92,4
0.12,2.95,3.52,4
-0.19,1.69,1.29,4
-0.43,0.78,0.42,4
-0.46,-0.67,-0.31,4
-0.31,-1.2,-0.38,4
-0.01,-1.8,-0.12,4
0.04,-1.78,0.19,4
-0.0,-1.06,0.93,4
-0.03,-0.54,1.21,4
